Talla;2016;2017;2019
0;0;0;0
2;0;0;0
4;0;0;0
6;0;0;0
8;0;0;0
10;0;0;0
12;0;0;0
14;0;0;0
16;0;0;0
18;0;0;0
20;0;0;0
22;0;0;0
24;0;0;0
26;0;0;0
28;0;0;0
30;0;1;0
32;0;8;0
34;1;6;0
36;1;21;1
38;1;7;0
40;9;15;4
42;8;12;7
44;15;6;21
46;18;6;12
48;9;4;9
50;15;5;24
52;13;5;15
54;9;4;9
56;1;1;1
58;0;1;0
60;0;0;0
62;0;0;0
64;0;0;0
66;0;0;0
68;0;0;0
